0	0	0.000141275653638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140833780312	0	0	0	0.00220240992826	0.0470689105556	0.10353209738	0.012166473743	0.0345578547825	0	0	0	0	0	0	0
0	0	0	0.0281000400533	0	0	0	0	0	0	0	0	0	0.0397522134733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041212525976	0	0.016564582135	0	0	0	0	0
0	0	0	0	0	0	0.0531977838244	0	0	0	0	0	0	0	0	0	0	0.0721868957639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.111200227057	0	0	0	0	0	0	0.0222348676028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.0398331085838	0	0	0	0	0	0	0	0.037634559822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.00456708003819	0	0	0	0.0031664288207	0	0	0	0.021107548058	0	0	0	0	0	0	0	0	0	0.00691958208967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102876884188	0.00474371695519	0	0	0
0	0	0	0	0	0	0.033769787351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0.0139141317332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145109488749	0.172170634867	0.262896854658	0
0	0	0	0	0	0	0.00912554026461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00190719651214	0.0163745258787	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0.0310847030138	0	0	0	0.0221191556827	0	0	0	0	0	0	0	0	0	0.0146806496712	0	0.0209464458126	0	0	0	0	0	0.0602890988559	0.15961449151	0	0.0393598520289	0	0	0	0	0	0	0	0	0.0241724415806	0	0	0	0	0.0116320798691
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735759289528	0	0	0	0	0	0	0.0790112472483	0.0222028544346	0	0	0.0267951671914	0	0	0	0.0150179231468	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415464333988	0	0	0	0	0	0.00908258071509	0	0	0	0.0983354421055	0.20632206967	0.138683314221	0	0	0	0	0	0	0.0136535967387	0	0	0	0	0	0.0289218153283
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128638416742	0	0	0	0	0.0583405598283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00348309332779	0	0
0	0	0.00322217597608	0	0	0	0	0	0.0161288666243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.120335419877	0	0.0557793194913	0	0.0231675274444	0	0	0	0	0	0	0	0	0	0
0	0	0	0.0090683762755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149847927855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0144878727896
0.00234335765237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142415774138	0	0	0	0	0	0	0	0	0	0	0	0
0	0.0450523710781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02913333012	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125051141863	0.0590993607634	0.0823154014996	0.0620740555798	0.0325043749753	0	0
0.0236803593676	0.11232023712	0	0.109159124176	0.206419269369	0	0	0	0	0	0	0	0	0.0542037776113	0	0	0	0	0	0.00626555878113	0	0	0	0	0	0.129284227817	0	0.374194203342	0.241421962252	0.242310448549	0.143295567254	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052261160102	0
